34932231 101
    990 31
    963 32
   1055 33
   1145 34
   1188 35
   1291 36
   1471 37
   1460 38
   1648 39
   1837 40
   1929 41
   1947 42
   2104 43
   2082 44
   2165 45
   2376 46
   2575 47
   2845 48
   3143 49
   3379 50
   3542 51
   3749 52
   4010 53
   4243 54
   4485 55
   4868 56
   5138 57
   5569 58
   6044 59
   6546 60
   7125 61
   7819 62
   8340 63
   8896 64
   9453 65
  10082 66
  10945 67
  11852 68
  12653 69
  13785 70
  15037 71
  16223 72
  17858 73
  18650 74
  20201 75
  22026 76
  23563 77
  24906 78
  26794 79
  28644 80
  30030 81
  32335 82
  34291 83
  36424 84
  39024 85
  41069 86
  43020 87
  45570 88
  47384 89
  50130 90
  54626 91
  56925 92
  61982 93
  74288 94
 101360 95
  95778 96
