4242980 101
    169 31
    181 32
    192 33
    217 34
    202 35
    255 36
    253 37
    268 38
    287 39
    370 40
    345 41
    382 42
    374 43
    379 44
    391 45
    430 46
    449 47
    512 48
    569 49
    584 50
    640 51
    688 52
    715 53
    725 54
    785 55
    860 56
    908 57
    986 58
   1042 59
   1157 60
   1207 61
   1356 62
   1392 63
   1495 64
   1625 65
   1648 66
   1784 67
   1993 68
   1990 69
   2132 70
   2234 71
   2300 72
   2624 73
   2690 74
   2826 75
   3128 76
   3251 77
   3266 78
   3458 79
   3605 80
   3771 81
   3999 82
   4157 83
   4486 84
   4654 85
   4744 86
   4793 87
   5094 88
   5398 89
   5534 90
   5738 91
   6305 92
   7101 93
   8641 94
  13549 95
  11385 96
